@ NAME             %05s "TWISS"
@ TYPE             %05s "TWISS"
@ SEQUENCE         %05s "LHCB2"
@ PARTICLE         %06s "PROTON"
@ MASS             %le        0.9382720814
@ CHARGE           %le                   1
@ ENERGY           %le                 450
@ PC               %le         449.9990218
@ GAMMA            %le         479.6050196
@ KBUNCH           %le                   1
@ BCURRENT         %le     0.0002071977779
@ SIGE             %le               0.001
@ SIGT             %le                   1
@ NPART            %le            1.15e+11
@ EX               %le                   1
@ EY               %le                   1
@ ET               %le               0.001
@ LENGTH           %le          26658.8832
@ ALFA             %le       0.00034799894
@ ORBIT5           %le                  -0
@ GAMMATR          %le         53.60570838
@ Q1               %le               62.31
@ Q2               %le               60.32
@ DQ1              %le         2.000004327
@ DQ2              %le         2.000004327
@ DXMAX            %le         2.886807711
@ DYMAX            %le                   0
@ XCOMAX           %le                   0
@ YCOMAX           %le                   0
@ BETXMAX          %le         6010.066268
@ BETYMAX          %le         6010.066268
@ XCORMS           %le                   0
@ YCORMS           %le                   0
@ DXRMS            %le         1.498432877
@ DYRMS            %le                   0
@ DELTAP           %le                   0
@ SYNCH_1          %le                   0
@ SYNCH_2          %le                   0
@ SYNCH_3          %le                   0
@ SYNCH_4          %le                   0
@ SYNCH_5          %le                   0
@ TITLE            %22s "Model creator for java"
@ ORIGIN           %16s "5.03.07 Linux 64"
@ DATE             %08s "02/02/18"
@ TIME             %08s "17.23.32"
* NAME                                S                  L KEYWORD            PARENT                            K1L 
 "BPMS.2L2.B2"                6496.0078                  0 "MONITOR"           "BPMS"                              -0
 "MQXA.1L2"                   6504.5718               6.37 "QUADRUPOLE"        "MQXA"                  -0.05592768999
 "BPMSW.1L2.B2"               6505.9418                  0 "MONITOR"           "BPMSW002"                          -0
 "BPMSW.1L2.B2_DOROS"           6505.9418                  0 "MONITOR"           "BPMSW002"                          -0
 "IP2"                        6527.5368                  0 "MARKER"            "OMK"                               -0
 "BPMSW.1R2.B2"               6549.1318                  0 "MONITOR"           "BPMSW002"                          -0
 "BPMSW.1R2.B2_DOROS"           6549.1318                  0 "MONITOR"           "BPMSW002"                          -0
 "MQXA.1R2"                   6556.8718               6.37 "QUADRUPOLE"        "MQXA"                   0.05592768999
 "BPMS.2R2.B2"                6559.0658                  0 "MONITOR"           "BPMS"                              -0
 "MQXB.A2R2"                  6565.0868                5.5 "QUADRUPOLE"        "MQXB"                  -0.04828921428
 "MQXB.B2R2"                  6571.5868                5.5 "QUADRUPOLE"        "MQXB"                  -0.04828921428
 "MQSX.3R2"                   6574.2563              0.223 "QUADRUPOLE"        "MQSX"                              -0
 "MQXA.3R2"                   6580.8718               6.37 "QUADRUPOLE"        "MQXA"                   0.05592768999
 "MBX.4R2"                    6595.3698        9.450000925 "RBEND"             "MBX"                               -0
 "BPMSX.4R2.B2"               6596.9773                  0 "MONITOR"           "BPMSX001"                          -0
 "BRANB.4R2"                  6639.1458                  0 "INSTRUMENT"        "BRANB"                             -0
 "X2ZDC.4R2"                  6641.6113                1.5 "INSTRUMENT"        "X2ZDC002"                          -0
 "BPTDV.A4R2.B2"              6643.4748                  0 "MONITOR"           "BPTDV"                             -0
 "BPTUV.A4R2.B2"              6644.6648                  0 "MONITOR"           "BPTUV"                             -0
 "BPTDH.A4R2.B2"              6645.4748                  0 "MONITOR"           "BPTDH"                             -0
 "BPTUH.A4R2.B2"              6646.6648                  0 "MONITOR"           "BPTUH"                             -0
 "BPMWB.4R2.B2"               6647.1343                  0 "MONITOR"           "BPMWB"                             -0
 "MBRC.4R2.B2"                6658.6648        9.450000925 "RBEND"             "MBRC"                              -0
 "MQY.A4R2.B2"                6666.8268                3.4 "QUADRUPOLE"        "MQY"                   -0.01286122057
 "MQY.B4R2.B2"                6670.6078                3.4 "QUADRUPOLE"        "MQY"                   -0.01286122057
 "BPMYB.4R2.B2"               6671.6018                  0 "MONITOR"           "BPMYB"                             -0
 "BPTX.5R2.B2"                6672.8223                  0 "INSTRUMENT"        "BPTX"                              -0
 "MQM.A5R2.B2"                6696.5658                3.4 "QUADRUPOLE"        "MQM"                    0.01500386029
 "MQM.B5R2.B2"                6700.3468                3.4 "QUADRUPOLE"        "MQM"                    0.01500386029
 "BPM.5R2.B2"                 6701.1358                  0 "MONITOR"           "BPM"                               -0
 "MQML.6R2.B2"                6769.9178                4.8 "QUADRUPOLE"        "MQML"                   -0.0209732264
 "MQM.6R2.B2"                 6773.6848                3.4 "QUADRUPOLE"        "MQM"                   -0.01485603537
 "BPMR.6R2.B2"                6774.4318                  0 "MONITOR"           "BPMR"                              -0
 "BPM_A.7R2.B2"               6787.3068                  0 "MONITOR"           "BPM_A"                             -0
 "MQM.A7R2.B2"                6791.4518                3.4 "QUADRUPOLE"        "MQM"                     0.0244569885
 "MQM.B7R2.B2"                6795.2188                3.4 "QUADRUPOLE"        "MQM"                     0.0244569885
 "S.DS.R2.B2"                 6796.9518                  0 "MARKER"            "OMK"                               -0
 "BPM.8R2.B2"               6828.745789                  0 "MONITOR"           "BPM"                               -0
 "MQML.8R2.B2"              6834.290789                4.8 "QUADRUPOLE"        "MQML"                  -0.02440085866
 "BPM.9R2.B2"               6867.812779                  0 "MONITOR"           "BPM"                               -0
 "MQMC.9R2.B2"              6870.988779                2.4 "QUADRUPOLE"        "MQMC"                   0.01523589331
 "MQM.9R2.B2"               6874.754779                3.4 "QUADRUPOLE"        "MQM"                     0.0215841822
 "BPM.10R2.B2"              6908.277768                  0 "MONITOR"           "BPM"                               -0
 "MQML.10R2.B2"             6913.822768                4.8 "QUADRUPOLE"        "MQML"                  -0.02844504191
 "BPM.11R2.B2"              6960.118458                  0 "MONITOR"           "BPM"                               -0
 "MQ.11R2.B2"               6964.215458                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "MQTLI.11R2.B2"            6965.684458                1.3 "QUADRUPOLE"        "MQTLI"                0.0006951374335
 "S.ARC.23.B2"              6967.390458                  0 "MARKER"            "OMK"                               -0
 "BPM.12R2.B2"              7014.844942                  0 "MONITOR"           "BPM"                               -0
 "MQT.12R2.B2"              7015.758942               0.32 "QUADRUPOLE"        "MQT"                 -0.0002905611025
 "MQ.12R2.B2"               7019.156942                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.13R2.B2"              7068.296426                  0 "MONITOR"           "BPM"                               -0
 "MQT.13R2.B2"              7069.210426               0.32 "QUADRUPOLE"        "MQT"                  0.0001264962758
 "MQ.13R2.B2"               7072.608426                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "E.DS.R2.B2"               7074.293426                  0 "MARKER"            "OMK"                               -0
 "BPM.14R2.B2"               7121.74791                  0 "MONITOR"           "BPM"                               -0
 "MQT.14R2.B2"               7122.66191               0.32 "QUADRUPOLE"        "MQT"                 -0.0002930435295
 "MQ.14R2.B2"                7126.05991                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.15R2.B2"              7175.199394                  0 "MONITOR"           "BPM"                               -0
 "MQT.15R2.B2"              7176.113394               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
 "MQ.15R2.B2"               7179.511394                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.16R2.B2"              7228.650878                  0 "MONITOR"           "BPM"                               -0
 "MQT.16R2.B2"              7229.564878               0.32 "QUADRUPOLE"        "MQT"                 -0.0002930435295
 "MQ.16R2.B2"               7232.962878                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.17R2.B2"              7282.102362                  0 "MONITOR"           "BPM"                               -0
 "MQT.17R2.B2"              7283.016362               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
 "MQ.17R2.B2"               7286.414362                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.18R2.B2"              7335.553846                  0 "MONITOR"           "BPM"                               -0
 "MQT.18R2.B2"              7336.467846               0.32 "QUADRUPOLE"        "MQT"                 -0.0002930435295
 "MQ.18R2.B2"               7339.865846                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.19R2.B2"               7389.00533                  0 "MONITOR"           "BPM"                               -0
 "MQT.19R2.B2"               7389.91933               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
 "MQ.19R2.B2"                7393.31733                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.20R2.B2"              7442.456814                  0 "MONITOR"           "BPM"                               -0
 "MQT.20R2.B2"              7443.370814               0.32 "QUADRUPOLE"        "MQT"                 -0.0002930435295
 "MQ.20R2.B2"               7446.768814                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.21R2.B2"              7495.908299                  0 "MONITOR"           "BPM"                               -0
 "MQT.21R2.B2"              7496.822299               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
 "MQ.21R2.B2"               7500.220299                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.22R2.B2"              7549.359783                  0 "MONITOR"           "BPM"                               -0
 "MQ.22R2.B2"               7553.671783                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.23R2.B2"              7602.811267                  0 "MONITOR"           "BPM"                               -0
 "MQS.23R2.B2"              7603.725267               0.32 "QUADRUPOLE"        "MQS"                               -0
 "MQ.23R2.B2"               7607.123267                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.24R2.B2"              7656.262751                  0 "MONITOR"           "BPM"                               -0
 "MQ.24R2.B2"               7660.574751                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.25R2.B2"              7709.714235                  0 "MONITOR"           "BPM"                               -0
 "MQ.25R2.B2"               7714.026235                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.26R2.B2"              7763.165719                  0 "MONITOR"           "BPM"                               -0
 "MQ.26R2.B2"               7767.477719                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.27R2.B2"              7816.617203                  0 "MONITOR"           "BPM"                               -0
 "MQS.27R2.B2"              7817.531203               0.32 "QUADRUPOLE"        "MQS"                               -0
 "MQ.27R2.B2"               7820.929203                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.28R2.B2"              7870.068687                  0 "MONITOR"           "BPM"                               -0
 "MQ.28R2.B2"               7874.380687                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.29R2.B2"              7923.520171                  0 "MONITOR"           "BPM"                               -0
 "MQ.29R2.B2"               7927.832171                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.30R2.B2"              7976.971655                  0 "MONITOR"           "BPM"                               -0
 "MQ.30R2.B2"               7981.283655                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.31R2.B2"               8030.42314                  0 "MONITOR"           "BPM"                               -0
 "MQ.31R2.B2"                8034.73514                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "S.CELL.23.B2"              8036.42014                  0 "MARKER"            "OMK"                               -0
 "BPM.32R2.B2"              8083.874624                  0 "MONITOR"           "BPM"                               -0
 "MQ.32R2.B2"               8088.186624                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.33R2.B2"              8137.326108                  0 "MONITOR"           "BPM"                               -0
 "MQ.33R2.B2"               8141.638108                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "E.CELL.23.B2"             8143.323108                  0 "MARKER"            "OMK"                               -0
 "BPM.34R2.B2"              8190.777592                  0 "MONITOR"           "BPM"                               -0
 "MQ.34R2.B2"               8195.089592                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.33L3.B2"              8244.229076                  0 "MONITOR"           "BPM"                               -0
 "MQ.33L3.B2"               8248.541076                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.32L3.B2"               8297.68056                  0 "MONITOR"           "BPM"                               -0
 "MQ.32L3.B2"                8301.99256                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.31L3.B2"              8351.132044                  0 "MONITOR"           "BPM"                               -0
 "MQ.31L3.B2"               8355.444044                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.30L3.B2"              8404.583528                  0 "MONITOR"           "BPM"                               -0
 "MQ.30L3.B2"               8408.895528                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.29L3.B2"              8458.035012                  0 "MONITOR"           "BPM"                               -0
 "MQ.29L3.B2"               8462.347012                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.28L3.B2"              8511.486496                  0 "MONITOR"           "BPM"                               -0
 "MQ.28L3.B2"               8515.798496                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.27L3.B2"               8564.93798                  0 "MONITOR"           "BPM"                               -0
 "MQS.27L3.B2"               8565.85198               0.32 "QUADRUPOLE"        "MQS"                               -0
 "MQ.27L3.B2"                8569.24998                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.26L3.B2"              8618.389465                  0 "MONITOR"           "BPM"                               -0
 "MQ.26L3.B2"               8622.701465                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.25L3.B2"              8671.840949                  0 "MONITOR"           "BPM"                               -0
 "MQ.25L3.B2"               8676.152949                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.24L3.B2"              8725.292433                  0 "MONITOR"           "BPM"                               -0
 "MQ.24L3.B2"               8729.604433                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.23L3.B2"              8778.743917                  0 "MONITOR"           "BPM"                               -0
 "MQS.23L3.B2"              8779.657917               0.32 "QUADRUPOLE"        "MQS"                               -0
 "MQ.23L3.B2"               8783.055917                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.22L3.B2"              8832.195401                  0 "MONITOR"           "BPM"                               -0
 "MQ.22L3.B2"               8836.507401                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.21L3.B2"              8885.646885                  0 "MONITOR"           "BPM"                               -0
 "MQT.21L3.B2"              8886.560885               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
 "MQ.21L3.B2"               8889.958885                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.20L3.B2"              8939.098369                  0 "MONITOR"           "BPM"                               -0
 "MQT.20L3.B2"              8940.012369               0.32 "QUADRUPOLE"        "MQT"                 -0.0002930435295
 "MQ.20L3.B2"               8943.410369                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.19L3.B2"              8992.549853                  0 "MONITOR"           "BPM"                               -0
 "MQT.19L3.B2"              8993.463853               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
 "MQ.19L3.B2"               8996.861853                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.18L3.B2"              9046.001337                  0 "MONITOR"           "BPM"                               -0
 "MQT.18L3.B2"              9046.915337               0.32 "QUADRUPOLE"        "MQT"                 -0.0002930435295
 "MQ.18L3.B2"               9050.313337                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.17L3.B2"              9099.452821                  0 "MONITOR"           "BPM"                               -0
 "MQT.17L3.B2"              9100.366821               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
 "MQ.17L3.B2"               9103.764821                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.16L3.B2"              9152.904306                  0 "MONITOR"           "BPM"                               -0
 "MQT.16L3.B2"              9153.818306               0.32 "QUADRUPOLE"        "MQT"                 -0.0002930435295
 "MQ.16L3.B2"               9157.216306                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.15L3.B2"               9206.35579                  0 "MONITOR"           "BPM"                               -0
 "MQT.15L3.B2"               9207.26979               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
 "MQ.15L3.B2"                9210.66779                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.14L3.B2"              9259.807274                  0 "MONITOR"           "BPM"                               -0
 "MQT.14L3.B2"              9260.721274               0.32 "QUADRUPOLE"        "MQT"                 -0.0002930435295
 "MQ.14L3.B2"               9264.119274                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "S.DS.L3.B2"               9312.785758                  0 "MARKER"            "OMK"                               -0
 "BPM.13L3.B2"              9313.258758                  0 "MONITOR"           "BPM"                               -0
 "MQT.13L3.B2"              9314.172758               0.32 "QUADRUPOLE"        "MQT"                  -0.001625657741
 "MQ.13L3.B2"               9317.570758                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.12L3.B2"              9366.710242                  0 "MONITOR"           "BPM"                               -0
 "MQT.12L3.B2"              9367.624242               0.32 "QUADRUPOLE"        "MQT"                  0.0002939052971
 "MQ.12L3.B2"               9371.022242                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "E.ARC.23.B2"              9419.688726                  0 "MARKER"            "OMK"                               -0
 "BPM.11L3.B2"              9420.161726                  0 "MONITOR"           "BPM"                               -0
 "MQ.11L3.B2"               9424.258726                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "MQTLI.11L3.B2"            9425.727726                1.3 "QUADRUPOLE"        "MQTLI"                -0.004438081708
 "BPM.10L3.B2"              9472.944415                  0 "MONITOR"           "BPM"                               -0
 "MQ.10L3.B2"               9477.041415                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "MQTLI.10L3.B2"            9478.510415                1.3 "QUADRUPOLE"        "MQTLI"                 0.002793542591
 "BPM.9L3.B2"               9512.011405                  0 "MONITOR"           "BPM"                               -0
 "MQ.9L3.B2"                9516.108405                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "MQTLI.B9L3.B2"            9517.577405                1.3 "QUADRUPOLE"        "MQTLI"                1.101357906e-05
 "MQTLI.A9L3.B2"            9519.032405                1.3 "QUADRUPOLE"        "MQTLI"                1.101357906e-05
 "BPM.8L3.B2"               9552.476394                  0 "MONITOR"           "BPM"                               -0
 "MQ.8L3.B2"                9556.573394                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "MQTLI.8L3.B2"             9558.042394                1.3 "QUADRUPOLE"        "MQTLI"                 0.002851710324
 "E.DS.L3.B2"               9591.069384                  0 "MARKER"            "OMK"                               -0
 "BPM.7L3.B2"               9591.542384                  0 "MONITOR"           "BPM"                               -0
 "MQ.7L3.B2"                9595.639384                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "MQTLI.7L3.B2"             9597.108384                1.3 "QUADRUPOLE"        "MQTLI"                0.0009969767946
 "BTVM.7L3.B2"              9620.118384                  0 "INSTRUMENT"        "BTVM"                              -0
 "MQTLH.F6L3.B2"            9656.184384                1.3 "QUADRUPOLE"        "MQTLH"                -0.003216679333
 "MQTLH.E6L3.B2"            9657.640384                1.3 "QUADRUPOLE"        "MQTLH"                -0.003216679333
 "MQTLH.D6L3.B2"            9659.096384                1.3 "QUADRUPOLE"        "MQTLH"                -0.003216679333
 "MQTLH.C6L3.B2"            9660.551384                1.3 "QUADRUPOLE"        "MQTLH"                -0.003216679333
 "MQTLH.B6L3.B2"            9662.006384                1.3 "QUADRUPOLE"        "MQTLH"                -0.003216679333
 "MQTLH.A6L3.B2"            9663.461384                1.3 "QUADRUPOLE"        "MQTLH"                -0.003216679333
 "BPMR.6L3.B2"              9664.181384                  0 "MONITOR"           "BPMR"                              -0
 "MBW.F6L3.B2"              9670.207384        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.E6L3.B2"              9674.442384        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.D6L3.B2"              9678.677384        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.C6L3.B2"              9696.700384        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.B6L3.B2"              9700.935384        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.A6L3.B2"              9705.170384        3.400000005 "RBEND"             "MBW"                               -0
 "BPMWJ.A5L3.B2"            9705.809884                  0 "MONITOR"           "BPMWJ"                             -0
 "MQWA.E5L3.B2"             9710.979384              3.108 "QUADRUPOLE"        "MQWA"                  0.004052595792
 "MQWA.D5L3.B2"             9714.779384              3.108 "QUADRUPOLE"        "MQWA"                  0.004052595792
 "MQWA.C5L3.B2"             9722.819384              3.108 "QUADRUPOLE"        "MQWA"                  0.004052595792
 "MQWB.5L3.B2"              9726.619384              3.108 "QUADRUPOLE"        "MQWB"                  0.003021237072
 "MQWA.B5L3.B2"             9730.419384              3.108 "QUADRUPOLE"        "MQWA"                  0.004052595792
 "MQWA.A5L3.B2"             9734.219384              3.108 "QUADRUPOLE"        "MQWA"                  0.004052595792
 "BPMW.5L3.B2"              9734.779884                  0 "MONITOR"           "BPMW_013"                          -0
 "BPMWE.4L3.B2"             9809.907884                  0 "MONITOR"           "BPMWE007"                          -0
 "MQWA.E4L3.B2"             9813.652384              3.108 "QUADRUPOLE"        "MQWA"                 -0.003857910672
 "MQWA.D4L3.B2"             9821.692384              3.108 "QUADRUPOLE"        "MQWA"                 -0.003857910672
 "MQWA.C4L3.B2"             9825.492384              3.108 "QUADRUPOLE"        "MQWA"                 -0.003857910672
 "MQWB.4L3.B2"              9829.292384              3.108 "QUADRUPOLE"        "MQWB"                  0.002140520004
 "MQWA.B4L3.B2"             9833.092384              3.108 "QUADRUPOLE"        "MQWA"                 -0.003857910672
 "MQWA.A4L3.B2"             9836.892384              3.108 "QUADRUPOLE"        "MQWA"                 -0.003857910672
 "BPMW.4L3.B2"              9837.452884                  0 "MONITOR"           "BPMW_014"                          -0
 "IP3"                      9859.973384                  0 "MARKER"            "OMK"                               -0
 "BPMW.4R3.B2"              9882.417884                  0 "MONITOR"           "BPMW_010"                          -0
 "MQWA.A4R3.B2"             9886.162384              3.108 "QUADRUPOLE"        "MQWA"                  0.003857910672
 "MQWA.B4R3.B2"             9889.962384              3.108 "QUADRUPOLE"        "MQWA"                  0.003857910672
 "MQWB.4R3.B2"              9893.762384              3.108 "QUADRUPOLE"        "MQWB"                  0.002140520004
 "MQWA.C4R3.B2"             9897.562384              3.108 "QUADRUPOLE"        "MQWA"                  0.003857910672
 "MQWA.D4R3.B2"             9901.362384              3.108 "QUADRUPOLE"        "MQWA"                  0.003857910672
 "MQWA.E4R3.B2"             9909.402384              3.108 "QUADRUPOLE"        "MQWA"                  0.003857910672
 "BPMWE.4R3.B2"             9909.962884                  0 "MONITOR"           "BPMWE003"                          -0
 "BPMW.5R3.B2"              9985.090884                  0 "MONITOR"           "BPMW_015"                          -0
 "MQWA.A5R3.B2"             9988.835384              3.108 "QUADRUPOLE"        "MQWA"                 -0.004052595792
 "MQWA.B5R3.B2"             9992.635384              3.108 "QUADRUPOLE"        "MQWA"                 -0.004052595792
 "MQWB.5R3.B2"              9996.435384              3.108 "QUADRUPOLE"        "MQWB"                  0.003021237072
 "MQWA.C5R3.B2"             10000.23538              3.108 "QUADRUPOLE"        "MQWA"                 -0.004052595792
 "MQWA.D5R3.B2"             10008.27538              3.108 "QUADRUPOLE"        "MQWA"                 -0.004052595792
 "MQWA.E5R3.B2"             10012.07538              3.108 "QUADRUPOLE"        "MQWA"                 -0.004052595792
 "BPMWE.A5R3.B2"            10013.80888                  0 "MONITOR"           "BPMWE008"                          -0
 "MBW.A6R3.B2"              10018.02438        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.B6R3.B2"              10022.25938        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.C6R3.B2"              10026.49438        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.D6R3.B2"              10044.51738        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.E6R3.B2"              10048.75238        3.400000005 "RBEND"             "MBW"                               -0
 "MBW.F6R3.B2"              10052.98738        3.400000005 "RBEND"             "MBW"                               -0
 "BPMWC.6R3.B2"             10053.62688                  0 "MONITOR"           "BPMWC"                             -0
 "MQTLH.A6R3.B2"            10057.78438                1.3 "QUADRUPOLE"        "MQTLH"                 0.003478377187
 "MQTLH.B6R3.B2"            10059.24038                1.3 "QUADRUPOLE"        "MQTLH"                 0.003478377187
 "MQTLH.C6R3.B2"            10060.69638                1.3 "QUADRUPOLE"        "MQTLH"                 0.003478377187
 "MQTLH.D6R3.B2"            10062.15138                1.3 "QUADRUPOLE"        "MQTLH"                 0.003478377187
 "MQTLH.E6R3.B2"            10063.60638                1.3 "QUADRUPOLE"        "MQTLH"                 0.003478377187
 "MQTLH.F6R3.B2"            10065.06138                1.3 "QUADRUPOLE"        "MQTLH"                 0.003478377187
 "BPM.6R3.B2"               10065.78138                  0 "MONITOR"           "BPM"                               -0
 "BPM_A.7R3.B2"             10121.60538                  0 "MONITOR"           "BPM_A"                             -0
 "MQ.7R3.B2"                10125.70238                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "MQTLI.7R3.B2"             10127.17138                1.3 "QUADRUPOLE"        "MQTLI"                -0.003660197676
 "S.DS.R3.B2"               10128.87738                  0 "MARKER"            "OMK"                               -0
 "BPM.8R3.B2"               10160.67137                  0 "MONITOR"           "BPM"                               -0
 "MQ.8R3.B2"                10164.76837                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "MQTLI.8R3.B2"             10166.23737                1.3 "QUADRUPOLE"        "MQTLI"               -0.0001933614413
 "BPM.9R3.B2"               10199.73836                  0 "MONITOR"           "BPM"                               -0
 "MQ.9R3.B2"                10203.83536                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "MQTLI.A9R3.B2"            10205.30436                1.3 "QUADRUPOLE"        "MQTLI"                -0.005160322657
 "MQTLI.B9R3.B2"            10206.75936                1.3 "QUADRUPOLE"        "MQTLI"                -0.005160322657
 "BPM.10R3.B2"              10240.20335                  0 "MONITOR"           "BPM"                               -0
 "MQ.10R3.B2"               10244.30035                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "MQTLI.10R3.B2"            10245.76935                1.3 "QUADRUPOLE"        "MQTLI"                 0.001107390846
 "BPM.11R3.B2"              10292.98604                  0 "MONITOR"           "BPM"                               -0
 "MQ.11R3.B2"               10297.08304                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "MQTLI.11R3.B2"            10298.55204                1.3 "QUADRUPOLE"        "MQTLI"                 0.001432093464
 "S.ARC.34.B2"              10300.25804                  0 "MARKER"            "OMK"                               -0
 "BPM.12R3.B2"              10347.71253                  0 "MONITOR"           "BPM"                               -0
 "MQT.12R3.B2"              10348.62653               0.32 "QUADRUPOLE"        "MQT"                  0.0008971444547
 "MQ.12R3.B2"               10352.02453                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.13R3.B2"              10401.16401                  0 "MONITOR"           "BPM"                               -0
 "MQT.13R3.B2"              10402.07801               0.32 "QUADRUPOLE"        "MQT"                   -0.00020225776
 "MQ.13R3.B2"               10405.47601                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "E.DS.R3.B2"               10407.16101                  0 "MARKER"            "OMK"                               -0
 "BPM.14R3.B2"              10454.61549                  0 "MONITOR"           "BPM"                               -0
 "MQT.14R3.B2"              10455.52949               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
 "MQ.14R3.B2"               10458.92749                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "BPM.15R3.B2"              10508.06698                  0 "MONITOR"           "BPM"                               -0
 "MQT.15R3.B2"              10508.98098               0.32 "QUADRUPOLE"        "MQT"                 -0.0002930435295
 "MQ.15R3.B2"               10512.37898                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "BPM.16R3.B2"              10561.51846                  0 "MONITOR"           "BPM"                               -0
 "MQT.16R3.B2"              10562.43246               0.32 "QUADRUPOLE"        "MQT"                  0.0002470371984
