@ NAME             %05s "TWISS"
@ TYPE             %05s "TWISS"
@ SEQUENCE         %05s "LHCB1"
@ PARTICLE         %06s "PROTON"
@ MASS             %le        0.9382720814
@ CHARGE           %le                   1
@ ENERGY           %le                 450
@ PC               %le         449.9990218
@ GAMMA            %le         479.6050196
@ KBUNCH           %le                   1
@ BCURRENT         %le     0.0002071977779
@ SIGE             %le               0.001
@ SIGT             %le                   1
@ NPART            %le            1.15e+11
@ EX               %le                   1
@ EY               %le                   1
@ ET               %le               0.001
@ LENGTH           %le          26658.8832
@ ALFA             %le      0.000348297695
@ ORBIT5           %le                  -0
@ GAMMATR          %le          53.5827131
@ Q1               %le               62.31
@ Q2               %le               60.32
@ DQ1              %le         2.000004327
@ DQ2              %le         2.000004326
@ DXMAX            %le         2.861364348
@ DYMAX            %le                  -0
@ XCOMAX           %le                   0
@ YCOMAX           %le                   0
@ BETXMAX          %le         6010.066269
@ BETYMAX          %le          6010.06627
@ XCORMS           %le                   0
@ YCORMS           %le                   0
@ DXRMS            %le         1.499110361
@ DYRMS            %le                   0
@ DELTAP           %le                   0
@ SYNCH_1          %le                   0
@ SYNCH_2          %le                   0
@ SYNCH_3          %le                   0
@ SYNCH_4          %le                   0
@ SYNCH_5          %le                   0
@ TITLE            %22s "Model creator for java"
@ ORIGIN           %16s "5.03.07 Linux 64"
@ DATE             %08s "14/02/18"
@ TIME             %08s "18.57.29"
* NAME                                S                  L KEYWORD            PARENT                            K1L 
 "BPM.12L4.B1"              6364.670174                  0 "MONITOR"           "BPM"                                0
 "MQT.12L4.B1"              6365.584174               0.32 "QUADRUPOLE"        "MQT"                  0.0006798371322
 "MQ.12L4.B1"               6368.982174                3.1 "QUADRUPOLE"        "MQ"                    -0.02651595567
 "E.ARC.34.B1"               6417.64569                  0 "MARKER"            "OMK"                                0
 "BPM.11L4.B1"               6418.11869                  0 "MONITOR"           "BPM"                                0
 "MQ.11L4.B1"                6422.21569                3.1 "QUADRUPOLE"        "MQ"                     0.02709411601
 "MQTLI.11L4.B1"             6423.68469                1.3 "QUADRUPOLE"        "MQTLI"                0.0004905391885
 "BPMCS.10L4.B1"            6469.765401                  0 "MONITOR"           "BPMCS"                              0
 "BPM.10L4.B1"              6469.957401                  0 "MONITOR"           "BPM"                                0
 "MQML.10L4.B1"             6475.502401                4.8 "QUADRUPOLE"        "MQML"                  -0.02722042037
 "BPMCS.9L4.B1"             6508.830412                  0 "MONITOR"           "BPMCS"                              0
 "BPM.9L4.B1"               6509.022412                  0 "MONITOR"           "BPM"                                0
 "MQMC.9L4.B1"              6512.198412                2.4 "QUADRUPOLE"        "MQMC"                   0.01531352075
 "MQM.9L4.B1"               6515.964412                3.4 "QUADRUPOLE"        "MQM"                    0.02169415439
 "BPMCS.8L4.B1"             6549.293422                  0 "MONITOR"           "BPMCS"                              0
 "BPM.8L4.B1"               6549.485422                  0 "MONITOR"           "BPM"                                0
 "MQML.8L4.B1"              6555.030422                4.8 "QUADRUPOLE"        "MQML"                  -0.02263565607
 "E.DS.L4.B1"               6588.076433                  0 "MARKER"            "OMK"                                0
 "BPMCS.7L4.B1"             6588.357433                  0 "MONITOR"           "BPMCS"                              0
 "BPM.7L4.B1"               6588.549433                  0 "MONITOR"           "BPM"                                0
 "MQM.7L4.B1"               6592.824433                3.4 "QUADRUPOLE"        "MQM"                    0.02339914696
 "BPMYB.6L4.B1"             6685.153433                  0 "MONITOR"           "BPMYB"                              0
 "MQY.6L4.B1"               6689.571433                3.4 "QUADRUPOLE"        "MQY"                   -0.01744943814
 "BQKV.6L4.B1"              6693.103433                  0 "TKICKER"           "BQKV"                               0
 "MKQA.6L4.B1"              6707.354433              1.583 "TKICKER"           "MKQA"                               0
 "BTVM.6L4.B1"              6708.621433                  0 "INSTRUMENT"        "BTVM"                               0
 "APWL.B6L4.B1"             6713.603133                  0 "INSTRUMENT"        "APWL"                               0
 "BQKH.B6L4.B1"             6720.239433                  0 "TKICKER"           "BQKH"                               0
 "BPMYA.5L4.B1"             6722.153433                  0 "MONITOR"           "BPMYA"                              0
 "MQY.5L4.B1"               6726.571433                3.4 "QUADRUPOLE"        "MQY"                    0.01511666176
 "MBRB.5L4.B1"              6738.532433        9.450000973 "RBEND"             "MBRB"                               0
 "MGMWH.A5L4.B1"            6792.045533                  0 "TKICKER"           "MGMWH"                              0
 "BGIH.5L4.B1"              6793.305433                  0 "INSTRUMENT"        "BGIH"                               0
 "MGMWH.C5L4.B1"            6793.472183                  0 "TKICKER"           "MGMWH003"                           0
 "BGIV.5L4.B1"              6795.105433                  0 "INSTRUMENT"        "BGIV"                               0
 "MGMWV.C5L4.B1"            6795.262383                  0 "TKICKER"           "MGMWV003"                           0
 "MGMWV.A5L4.B1"            6796.695533                  0 "TKICKER"           "MGMWV"                              0
 "BPMWI.A5L4.B1"            6798.755933                  0 "MONITOR"           "BPMWI"                              0
 "MBRS.5L4.B1"              6810.433433        9.450000973 "RBEND"             "MBRS"                               0
 "BPMWA.B5L4.B1"            6824.619933                  0 "MONITOR"           "BPMWA"                              0
 "ADTKH.D5L4.B1"            6826.524433                  0 "TKICKER"           "ADTKH"                              0
 "ADTKH.C5L4.B1"            6828.124433                  0 "TKICKER"           "ADTKH"                              0
 "ADTKH.B5L4.B1"            6830.724433                  0 "TKICKER"           "ADTKH"                              0
 "ADTKH.A5L4.B1"            6832.324433                  0 "TKICKER"           "ADTKH"                              0
 "BPMWA.A5L4.B1"            6833.504933                  0 "MONITOR"           "BPMWA"                              0
 "IP4"                      6857.491433                  0 "MARKER"            "OMK"                                0
 "APWL.5R4.B1"              6874.741433                  0 "INSTRUMENT"        "APWL"                               0
 "APWL.B5R4.B1"             6875.641433                  0 "INSTRUMENT"        "APWL"                               0
 "BPMWA.A5R4.B1"            6881.553933                  0 "MONITOR"           "BPMWA"                              0
 "ADTKV.A5R4.B1"            6883.458433                  0 "TKICKER"           "ADTKV"                              0
 "ADTKV.B5R4.B1"            6885.058433                  0 "TKICKER"           "ADTKV"                              0
 "ADTKV.C5R4.B1"            6887.658433                  0 "TKICKER"           "ADTKV"                              0
 "ADTKV.D5R4.B1"            6889.258433                  0 "TKICKER"           "ADTKV"                              0
 "BPMWA.B5R4.B1"            6890.438933                  0 "MONITOR"           "BPMWA"                              0
 "MU.A5R4.B1"               6903.192433               0.14 "TKICKER"           "MU"                                 0
 "MU.B5R4.B1"               6903.332433               0.14 "TKICKER"           "MU"                                 0
 "MU.C5R4.B1"               6903.472433               0.14 "TKICKER"           "MU"                                 0
 "MU.D5R4.B1"               6903.612433               0.14 "TKICKER"           "MU"                                 0
 "MBRS.5R4.B1"              6913.999433        9.450000973 "RBEND"             "MBRS"                               0
 "BSRTR.5R4.B1"             6916.272433                  0 "INSTRUMENT"        "BSRTR"                              0
 "BSRTM.5R4.B1"             6930.572433                  0 "INSTRUMENT"        "BSRTM"                              0
 "BWS.5R4.B1"               6942.367433                  0 "INSTRUMENT"        "BWS"                                0
 "BQSV.5R4.B1"              6973.600433                  0 "INSTRUMENT"        "BQSV"                               0
 "MBRB.5R4.B1"              6985.900433        9.450000973 "RBEND"             "MBRB"                               0
 "MQY.5R4.B1"               6991.811433                3.4 "QUADRUPOLE"        "MQY"                   -0.01499735386
 "BPMYB.5R4.B1"             6992.829433                  0 "MONITOR"           "BPMYB"                              0
 "BPLV.A6R4.B1"             6995.243433                  0 "INSTRUMENT"        "BPLV"                               0
 "BPLV.B6R4.B1"             6996.043433                  0 "INSTRUMENT"        "BPLV"                               0
 "BPLV.C6R4.B1"             6996.843433                  0 "INSTRUMENT"        "BPLV"                               0
 "BPLX.H6R4.B1"             7007.153433                  0 "INSTRUMENT"        "BPLX"                               0
 "BPLX.D6R4.B1"             7007.943433                  0 "INSTRUMENT"        "BPLX"                               0
 "BCTDC.A6R4.B1"            7010.569433                  0 "INSTRUMENT"        "BCTDC"                              0
 "BCTDC.B6R4.B1"            7011.489433                  0 "INSTRUMENT"        "BCTDC"                              0
 "BCTFR.A6R4.B1"            7016.329433                  0 "INSTRUMENT"        "BCTFR"                              0
 "BCTFR.B6R4.B1"            7017.249433                  0 "INSTRUMENT"        "BCTFR"                              0
 "BPLH.A6R4.B1"             7020.579433                  0 "INSTRUMENT"        "BPLH"                               0
 "BPLH.B6R4.B1"             7021.379433                  0 "INSTRUMENT"        "BPLH"                               0
 "BPMYA.6R4.B1"             7024.393433                  0 "MONITOR"           "BPMYA"                              0
 "MQY.6R4.B1"               7028.811433                3.4 "QUADRUPOLE"        "MQY"                    0.02008086859
 "BQSH.7R4.B1"              7032.393433                  0 "INSTRUMENT"        "BQSH"                               0
 "BPLH.7R4.B1"              7035.443433                  0 "INSTRUMENT"        "BPLH"                               0
 "BPMCS.7R4.B1"             7120.717433                  0 "MONITOR"           "BPMCS"                              0
 "BPM.7R4.B1"               7120.909433                  0 "MONITOR"           "BPM"                                0
 "MQM.7R4.B1"               7125.184433                3.4 "QUADRUPOLE"        "MQM"                   -0.02658554409
 "S.DS.R4.B1"               7126.906433                  0 "MARKER"            "OMK"                                0
 "BPMCS.8R4.B1"             7158.506443                  0 "MONITOR"           "BPMCS"                              0
 "BPM.8R4.B1"               7158.698443                  0 "MONITOR"           "BPM"                                0
 "MQML.8R4.B1"              7164.243443                4.8 "QUADRUPOLE"        "MQML"                   0.04078030687
 "BPMCS.9R4.B1"             7197.571454                  0 "MONITOR"           "BPMCS"                              0
 "BPM.9R4.B1"               7197.763454                  0 "MONITOR"           "BPM"                                0
 "MQMC.9R4.B1"              7200.939454                2.4 "QUADRUPOLE"        "MQMC"                  -0.01561643269
 "MQM.9R4.B1"               7204.705454                3.4 "QUADRUPOLE"        "MQM"                   -0.02212327965
 "BPMCS.10R4.B1"            7238.034465                  0 "MONITOR"           "BPMCS"                              0
 "BPM.10R4.B1"              7238.226465                  0 "MONITOR"           "BPM"                                0
 "MQML.10R4.B1"             7243.771465                4.8 "QUADRUPOLE"        "MQML"                   0.03431648868
 "BPM.11R4.B1"              7290.065175                  0 "MONITOR"           "BPM"                                0
 "MQ.11R4.B1"               7294.162175                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "MQTLI.11R4.B1"            7295.631175                1.3 "QUADRUPOLE"        "MQTLI"                 0.001679490961
 "S.ARC.45.B1"              7297.337175                  0 "MARKER"            "OMK"                                0
 "BPM.12R4.B1"              7344.788691                  0 "MONITOR"           "BPM"                                0
 "MQT.12R4.B1"              7345.702691               0.32 "QUADRUPOLE"        "MQT"                  -0.000524417441
 "MQ.12R4.B1"               7349.100691                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.13R4.B1"              7398.237207                  0 "MONITOR"           "BPM"                                0
 "MQT.13R4.B1"              7399.151207               0.32 "QUADRUPOLE"        "MQT"                  0.0002502493131
 "MQ.13R4.B1"               7402.549207                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "E.DS.R4.B1"               7404.234207                  0 "MARKER"            "OMK"                                0
 "BPM.14R4.B1"              7451.685723                  0 "MONITOR"           "BPM"                                0
 "MQT.14R4.B1"              7452.599723               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.14R4.B1"               7455.997723                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.15R4.B1"              7505.134239                  0 "MONITOR"           "BPM"                                0
 "MQT.15R4.B1"              7506.048239               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.15R4.B1"               7509.446239                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.16R4.B1"              7558.582755                  0 "MONITOR"           "BPM"                                0
 "MQT.16R4.B1"              7559.496755               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.16R4.B1"               7562.894755                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.17R4.B1"              7612.031271                  0 "MONITOR"           "BPM"                                0
 "MQT.17R4.B1"              7612.945271               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.17R4.B1"               7616.343271                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.18R4.B1"              7665.479786                  0 "MONITOR"           "BPM"                                0
 "MQT.18R4.B1"              7666.393786               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.18R4.B1"               7669.791786                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.19R4.B1"              7718.928302                  0 "MONITOR"           "BPM"                                0
 "MQT.19R4.B1"              7719.842302               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.19R4.B1"               7723.240302                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.20R4.B1"              7772.376818                  0 "MONITOR"           "BPM"                                0
 "MQT.20R4.B1"              7773.290818               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.20R4.B1"               7776.688818                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.21R4.B1"              7825.825334                  0 "MONITOR"           "BPM"                                0
 "MQT.21R4.B1"              7826.739334               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.21R4.B1"               7830.137334                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.22R4.B1"               7879.27385                  0 "MONITOR"           "BPM"                                0
 "MQ.22R4.B1"                7883.58585                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.23R4.B1"              7932.722366                  0 "MONITOR"           "BPM"                                0
 "MQS.23R4.B1"              7933.636366               0.32 "QUADRUPOLE"        "MQS"                                0
 "MQ.23R4.B1"               7937.034366                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.24R4.B1"              7986.170882                  0 "MONITOR"           "BPM"                                0
 "MQ.24R4.B1"               7990.482882                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.25R4.B1"              8039.619398                  0 "MONITOR"           "BPM"                                0
 "MQ.25R4.B1"               8043.931398                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.26R4.B1"              8093.067914                  0 "MONITOR"           "BPM"                                0
 "MQ.26R4.B1"               8097.379914                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.27R4.B1"               8146.51643                  0 "MONITOR"           "BPM"                                0
 "MQS.27R4.B1"               8147.43043               0.32 "QUADRUPOLE"        "MQS"                                0
 "MQ.27R4.B1"                8150.82843                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.28R4.B1"              8199.964946                  0 "MONITOR"           "BPM"                                0
 "MQ.28R4.B1"               8204.276946                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.29R4.B1"              8253.413461                  0 "MONITOR"           "BPM"                                0
 "MQ.29R4.B1"               8257.725461                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.30R4.B1"              8306.861977                  0 "MONITOR"           "BPM"                                0
 "MQ.30R4.B1"               8311.173977                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.31R4.B1"              8360.310493                  0 "MONITOR"           "BPM"                                0
 "MQ.31R4.B1"               8364.622493                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "S.CELL.45.B1"             8366.307493                  0 "MARKER"            "OMK"                                0
 "BPM.32R4.B1"              8413.759009                  0 "MONITOR"           "BPM"                                0
 "MQ.32R4.B1"               8418.071009                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.33R4.B1"              8467.207525                  0 "MONITOR"           "BPM"                                0
 "MQ.33R4.B1"               8471.519525                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "E.CELL.45.B1"             8473.204525                  0 "MARKER"            "OMK"                                0
 "BPM.34R4.B1"              8520.656041                  0 "MONITOR"           "BPM"                                0
 "MQ.34R4.B1"               8524.968041                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.33L5.B1"              8574.104557                  0 "MONITOR"           "BPM"                                0
 "MQ.33L5.B1"               8578.416557                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.32L5.B1"              8627.553073                  0 "MONITOR"           "BPM"                                0
 "MQ.32L5.B1"               8631.865073                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.31L5.B1"              8681.001589                  0 "MONITOR"           "BPM"                                0
 "MQ.31L5.B1"               8685.313589                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.30L5.B1"              8734.450105                  0 "MONITOR"           "BPM"                                0
 "MQ.30L5.B1"               8738.762105                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.29L5.B1"               8787.89862                  0 "MONITOR"           "BPM"                                0
 "MQ.29L5.B1"                8792.21062                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.28L5.B1"              8841.347136                  0 "MONITOR"           "BPM"                                0
 "MQ.28L5.B1"               8845.659136                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.27L5.B1"              8894.795652                  0 "MONITOR"           "BPM"                                0
 "MQS.27L5.B1"              8895.709652               0.32 "QUADRUPOLE"        "MQS"                                0
 "MQ.27L5.B1"               8899.107652                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.26L5.B1"              8948.244168                  0 "MONITOR"           "BPM"                                0
 "MQ.26L5.B1"               8952.556168                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.25L5.B1"              9001.692684                  0 "MONITOR"           "BPM"                                0
 "MQ.25L5.B1"               9006.004684                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.24L5.B1"                9055.1412                  0 "MONITOR"           "BPM"                                0
 "MQ.24L5.B1"                 9059.4532                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.23L5.B1"              9108.589716                  0 "MONITOR"           "BPM"                                0
 "MQS.23L5.B1"              9109.503716               0.32 "QUADRUPOLE"        "MQS"                                0
 "MQ.23L5.B1"               9112.901716                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.22L5.B1"              9162.038232                  0 "MONITOR"           "BPM"                                0
 "MQ.22L5.B1"               9166.350232                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.21L5.B1"              9215.486748                  0 "MONITOR"           "BPM"                                0
 "MQT.21L5.B1"              9216.400748               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.21L5.B1"               9219.798748                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.20L5.B1"              9268.935264                  0 "MONITOR"           "BPM"                                0
 "MQT.20L5.B1"              9269.849264               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.20L5.B1"               9273.247264                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.19L5.B1"              9322.383779                  0 "MONITOR"           "BPM"                                0
 "MQT.19L5.B1"              9323.297779               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.19L5.B1"               9326.695779                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.18L5.B1"              9375.832295                  0 "MONITOR"           "BPM"                                0
 "MQT.18L5.B1"              9376.746295               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.18L5.B1"               9380.144295                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.17L5.B1"              9429.280811                  0 "MONITOR"           "BPM"                                0
 "MQT.17L5.B1"              9430.194811               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.17L5.B1"               9433.592811                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.16L5.B1"              9482.729327                  0 "MONITOR"           "BPM"                                0
 "MQT.16L5.B1"              9483.643327               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.16L5.B1"               9487.041327                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "BPM.15L5.B1"              9536.177843                  0 "MONITOR"           "BPM"                                0
 "MQT.15L5.B1"              9537.091843               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.15L5.B1"               9540.489843                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.14L5.B1"              9589.626359                  0 "MONITOR"           "BPM"                                0
 "MQT.14L5.B1"              9590.540359               0.32 "QUADRUPOLE"        "MQT"                                0
 "MQ.14L5.B1"               9593.938359                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "S.DS.L5.B1"               9642.601875                  0 "MARKER"            "OMK"                                0
 "BPM.13L5.B1"              9643.074875                  0 "MONITOR"           "BPM"                                0
 "MQT.13L5.B1"              9643.988875               0.32 "QUADRUPOLE"        "MQT"                  0.0005319667555
 "MQ.13L5.B1"               9647.386875                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "BPM.12L5.B1"              9696.523391                  0 "MONITOR"           "BPM"                                0
 "MQT.12L5.B1"              9697.437391               0.32 "QUADRUPOLE"        "MQT"                 -0.0004132492257
 "MQ.12L5.B1"               9700.835391                3.1 "QUADRUPOLE"        "MQ"                     0.02698022857
 "E.ARC.45.B1"              9749.498907                  0 "MARKER"            "OMK"                                0
 "BPM.11L5.B1"              9749.971907                  0 "MONITOR"           "BPM"                                0
 "MQ.11L5.B1"               9754.068907                3.1 "QUADRUPOLE"        "MQ"                    -0.02698474212
 "MQTLI.11L5.B1"            9755.537907                1.3 "QUADRUPOLE"        "MQTLI"                 0.002580108711
 "BPM.10L5.B1"              9802.752617                  0 "MONITOR"           "BPM"                                0
 "MQML.10L5.B1"             9808.297617                4.8 "QUADRUPOLE"        "MQML"                   0.03348505902
 "BPM.9L5.B1"               9841.817628                  0 "MONITOR"           "BPM"                                0
 "MQMC.9L5.B1"              9844.993628                2.4 "QUADRUPOLE"        "MQMC"                  -0.01597015649
 "MQM.9L5.B1"               9848.759628                3.4 "QUADRUPOLE"        "MQM"                   -0.02262438836
 "BPM.8L5.B1"               9882.280639                  0 "MONITOR"           "BPM"                                0
 "MQML.8L5.B1"              9887.825639                4.8 "QUADRUPOLE"        "MQML"                   0.03812464562
 "E.DS.L5.B1"               9920.871649                  0 "MARKER"            "OMK"                                0
 "BPMR.7L5.B1"              9921.346649                  0 "MONITOR"           "BPMR"                               0
 "MQM.B7L5.B1"              9925.491649                3.4 "QUADRUPOLE"        "MQM"                   -0.02663647528
 "MQM.A7L5.B1"              9929.258649                3.4 "QUADRUPOLE"        "MQM"                   -0.02663647528
 "BPM.6L5.B1"               9958.240649                  0 "MONITOR"           "BPM"                                0
 "MQML.6L5.B1"              9963.785649                4.8 "QUADRUPOLE"        "MQML"                          0.0024
 "BPMR.5L5.B1"              9990.140649                  0 "MONITOR"           "BPMR"                               0
 "MQML.5L5.B1"              9995.685649                4.8 "QUADRUPOLE"        "MQML"                 -0.005940341582
 "BPTX.5L5.B1"              10015.13315                  0 "INSTRUMENT"        "BPTX"                               0
 "BPMYA.4L5.B1"             10017.54665                  0 "MONITOR"           "BPMYA"                              0
 "MQY.4L5.B1"               10021.92265                3.4 "QUADRUPOLE"        "MQY"                   0.007294737819
 "MBRC.4L5.B1"              10036.60065        9.450000502 "RBEND"             "MBRC"                               0
 "BPMWB.4L5.B1"             10038.68115                  0 "MONITOR"           "BPMWB"                              0
 "BPTUH.A4L5.B1"            10041.23565                  0 "MONITOR"           "BPTUH"                              0
 "BPTDH.A4L5.B1"            10042.42565                  0 "MONITOR"           "BPTDH"                              0
 "BPTUV.A4L5.B1"            10043.23565                  0 "MONITOR"           "BPTUV"                              0
 "BPTDV.A4L5.B1"            10044.42565                  0 "MONITOR"           "BPTDV"                              0
 "X5ZDC.B4L5"               10048.54065              0.775 "INSTRUMENT"        "X5ZDC001"                           0
 "BRANA.4L5"                10048.59065                  0 "INSTRUMENT"        "BRANA"                              0
 "X5ZDC.A4L5"               10048.76565              0.125 "INSTRUMENT"        "X5ZDC002"                           0
 "X5FCB.A4L5"               10075.64565                  0 "INSTRUMENT"        "X5FCB"                              0
 "X5FCA.B4L5"               10104.69565                  0 "INSTRUMENT"        "X5FCA"                              0
 "MBXW.F4L5"                10108.82365        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.E4L5"                10113.08965        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.D4L5"                10117.35565        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.C4L5"                10121.62165        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.B4L5"                10125.88765        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.A4L5"                10130.15365        3.400000005 "RBEND"             "MBXW"                               0
 "X5FCA.A4L5"               10130.53565                  0 "INSTRUMENT"        "X5FCA"                              0
 "BPMSY.4L5.B1"             10131.46115                  0 "MONITOR"           "BPMSY"                              0
 "MQXA.3L5"                 10142.81065               6.37 "QUADRUPOLE"        "MQXA"                  -0.05573561673
 "MQSX.3L5"                 10143.27915              0.223 "QUADRUPOLE"        "MQSX"                               0
 "MQXB.B2L5"                10151.22565                5.5 "QUADRUPOLE"        "MQXB"                   0.04844012767
 "MQXB.A2L5"                10157.72565                5.5 "QUADRUPOLE"        "MQXB"                   0.04844012767
 "BPMS.2L5.B1"              10158.24665                  0 "MONITOR"           "BPMS"                               0
 "MQXA.1L5"                 10166.81065               6.37 "QUADRUPOLE"        "MQXA"                  -0.05527348283
 "BPMWF.A1L5.B1"            10168.05165                  0 "MONITOR"           "BPMWF"                              0
 "BPMWK.1L5"                10168.15565                  0 "MONITOR"           "BPMWK"                              0
 "BPMSW.1L5.B1"             10168.21165                  0 "MONITOR"           "BPMSW002"                           0
 "BPMSW.1L5.B1_DOROS"         10168.21165                  0 "MONITOR"           "BPMSW002"                           0
 "IP5"                      10189.77565                  0 "MARKER"            "OMK"                                0
 "BPMSW.1R5.B1"             10211.33965                  0 "MONITOR"           "BPMSW002"                           0
 "BPMSW.1R5.B1_DOROS"         10211.33965                  0 "MONITOR"           "BPMSW002"                           0
 "BPMWK.1R5"                10211.39565                  0 "MONITOR"           "BPMWK"                              0
 "BPMWF.A1R5.B1"            10211.49965                  0 "MONITOR"           "BPMWF"                              0
 "MQXA.1R5"                 10219.11065               6.37 "QUADRUPOLE"        "MQXA"                   0.05527348283
 "BPMS.2R5.B1"              10221.30465                  0 "MONITOR"           "BPMS"                               0
 "MQXB.A2R5"                10227.32565                5.5 "QUADRUPOLE"        "MQXB"                  -0.04844012767
 "MQXB.B2R5"                10233.82565                5.5 "QUADRUPOLE"        "MQXB"                  -0.04844012767
 "MQSX.3R5"                 10236.49515              0.223 "QUADRUPOLE"        "MQSX"                               0
 "MQXA.3R5"                 10243.11065               6.37 "QUADRUPOLE"        "MQXA"                   0.05573561673
 "BPMSY.4R5.B1"             10248.09015                  0 "MONITOR"           "BPMSY"                              0
 "X5FCA.B4R5"               10249.01565                  0 "INSTRUMENT"        "X5FCA"                              0
 "MBXW.A4R5"                10252.79765        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.B4R5"                10257.06365        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.C4R5"                10261.32965        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.D4R5"                10265.59565        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.E4R5"                10269.86165        3.400000005 "RBEND"             "MBXW"                               0
 "MBXW.F4R5"                10274.12765        3.400000005 "RBEND"             "MBXW"                               0
 "X5FCA.A4R5"               10274.71565                  0 "INSTRUMENT"        "X5FCA"                              0
 "X5FCB.A4R5"               10303.92565                  0 "INSTRUMENT"        "X5FCB"                              0
 "X5ZDC.B4R5"               10330.91065              0.125 "INSTRUMENT"        "X5ZDC002"                           0
 "BRANA.4R5"                10330.96065                  0 "INSTRUMENT"        "BRANA"                              0
 "X5ZDC.A4R5"               10331.78565              0.775 "INSTRUMENT"        "X5ZDC001"                           0
 "BPMWB.4R5.B1"             10340.87015                  0 "MONITOR"           "BPMWB"                              0
