@ NAME             %05s "TWISS"
@ TYPE             %05s "TWISS"
@ SEQUENCE         %04s "RING"
@ PARTICLE         %08s "POSITRON"
@ MASS             %le      0.000510998928
@ CHARGE           %le                   1
@ ENERGY           %le                   6
@ PC               %le         5.999999978
@ GAMMA            %le         11741.70761
@ KBUNCH           %le                   1
@ BCURRENT         %le                   0
@ SIGE             %le               0.001
@ SIGT             %le                   1
@ NPART            %le                   0
@ EX               %le                   1
@ EY               %le                   1
@ ET               %le               0.001
@ LENGTH           %le         2303.952493
@ ALFA             %le      0.001114296425
@ ORBIT5           %le     -0.006017948859
@ GAMMATR          %le          29.9570905
@ Q1               %le         37.12461804
@ Q2               %le         30.27566223
@ DQ1              %le       -0.2120981648
@ DQ2              %le       0.05378600321
@ DXMAX            %le        0.8325685252
@ DYMAX            %le      1.09818512e-18
@ XCOMAX           %le     0.0001035638659
@ YCOMAX           %le     3.330694683e-20
@ BETXMAX          %le         43.99294136
@ BETYMAX          %le          43.0555466
@ XCORMS           %le     2.732519699e-05
@ YCORMS           %le     1.158919948e-20
@ DXRMS            %le        0.3570294274
@ DYRMS            %le     4.327647642e-19
@ DELTAP           %le                   0
@ SYNCH_1          %le         2.597823394
@ SYNCH_2          %le       0.06908178623
@ SYNCH_3          %le       0.00175823878
@ SYNCH_4          %le    -7.203611504e-06
@ SYNCH_5          %le     6.654917665e-06
@ TITLE            %08s "no-title"
@ ORIGIN           %16s "5.02.12 Linux 64"
@ DATE             %08s "21/06/19"
@ TIME             %08s "12.45.34"
* NAME                                S               BETX               BETY                MUX                MUY KEYWORD            
$ %s                                %le                %le                %le                %le                %le %s                 
 "S1A"                          398.871        6.993777877        21.65195746        5.579299231        5.249982993 "SEXTUPOLE"        
 "PKVSX_WR_111"                 398.871        6.993777877        21.65195746        5.579299231        5.249982993 "VKICKER"          
 "S1A"                          399.014        6.803366386        22.19017608        5.582598734         5.25102126 "SEXTUPOLE"        
 "DRIFT_15"                    399.1605        6.617185415        22.75029775        5.586073876        5.252058946 "DRIFT"            
 "BPM_WR_111"                  399.1605        6.617185415        22.75029775        5.586073876        5.252058946 "MONITOR"          
 "DRIFT_11"                    399.2396        6.520393881        23.05642174        5.587990392        5.252608597 "DRIFT"            
 "QD"                          399.9424        6.514882661        23.04837597        5.605527863        5.257365938 "QUADRUPOLE"       
 "DRIFT_16"                     400.176        6.804401121        22.14676932        5.611112728        5.259011462 "DRIFT"            
 "DKA"                          402.865        11.77237495        13.40467824        5.659676116        5.283950823 "SBEND"            
 "PKDK_WR_115"                  402.865        11.77237495        13.40467824        5.659676116        5.283950823 "HKICKER"          
 "DKB"                          405.554        19.74139547        7.690194036        5.687894531        5.326609336 "SBEND"            
 "DRIFT_14"                     405.928        21.08836457        7.134821246        5.690811856        5.334648211 "DRIFT"            
 "S2"                           406.214         22.1574317        6.749730599        5.692917554        5.341208971 "SEXTUPOLE"        
 "DRIFT_19"                    406.4396        23.02453933        6.470191811        5.694507163        5.346642987 "DRIFT"            
 "QF"                          407.1424        23.02061334        6.470860939        5.699270588        5.364308982 "QUADRUPOLE"       
 "DRIFT_16"                     407.376        22.12069112        6.761174867        5.700918075        5.369930716 "DRIFT"            
 "D"                            412.754        7.702288412        19.76197301        5.768492394        5.446946079 "SBEND"            
 "DRIFT_14"                     413.128        7.148399897        21.11563475        5.776517315        5.449860002 "DRIFT"            
 "S3A"                          413.271        6.952065053        21.64863182        5.779745839        5.450924442 "SEXTUPOLE"        
 "PKVSX_WR_125"                 413.271        6.952065053        21.64863182        5.779745839        5.450924442 "VKICKER"          
 "S3A"                          413.414        6.764296212        22.19008727        5.783064775        5.451962792 "SEXTUPOLE"        
 "DRIFT_15"                    413.5605        6.580797258        22.75361478        5.786559567        5.453000405 "DRIFT"            
 "BPM_WR_126"                  413.5605        6.580797258        22.75361478        5.786559567        5.453000405 "MONITOR"          
 "DRIFT_11"                    413.6396        6.485444055        23.06161284        5.788486548        5.453549954 "DRIFT"            
 "QD"                          414.3424        6.489123315        23.06937479        5.806106429        5.458304598 "QUADRUPOLE"       
 "DRIFT_16"                     414.576        6.780843751        22.17218758        5.811712094        5.459948432 "DRIFT"            
 "DKA"                          417.265        11.78719132        13.46660789        5.860330959        5.484815546 "SBEND"            
 "PKDK_WR_129"                  417.265        11.78719132        13.46660789        5.860330959        5.484815546 "HKICKER"          
 "DKB"                          419.954        19.81855107        7.762224279        5.888475943        5.527170742 "SBEND"            
 "DRIFT_14"                     420.328        21.17609141        7.206160241        5.891381547         5.53513247 "DRIFT"            
 "S4"                           420.614         22.2535862        6.820186907        5.893478336        5.541626834 "SEXTUPOLE"        
 "DRIFT_19"                    420.8396        23.12755923        6.539734256        5.895060972        5.547003872 "DRIFT"            
 "QF"                          421.5424        23.13265945        6.544662816        5.899802249        5.564475562 "QUADRUPOLE"       
 "DRIFT_16"                     421.776        22.23127433        6.838918103         5.90144165        5.570033624 "DRIFT"            
 "D"                            427.154        7.764350612        19.90632832        5.968549748        5.646271128 "SBEND"            
 "DRIFT_14"                     427.528        7.206028874        21.26289896         5.97651046        5.649164394 "DRIFT"            
 "S1A"                          427.671         7.00796068        21.79695518        5.979713199        5.650221528 "SEXTUPOLE"        
 "PKVSX_WR_140"                 427.671         7.00796068        21.79695518        5.979713199        5.650221528 "VKICKER"          
 "S1A"                          427.814         6.81843474        22.33944913        5.983005721        5.651252874 "SEXTUPOLE"        
 "DRIFT_15"                    427.9605        6.633113166        22.90401328        5.986472856        5.652283612 "DRIFT"            
 "BPM_WR_140"                  427.9605        6.633113166        22.90401328        5.986472856        5.652283612 "MONITOR"          
 "DRIFT_11"                    428.0396        6.536767181        23.21255708        5.988384674        5.652829571 "DRIFT"            
 "QD"                          428.7424        6.536961486        23.20718096        6.005870385        5.657554635 "QUADRUPOLE"       
 "DRIFT_16"                     428.976        6.829143086        22.30013996        6.011435704        5.659188873 "DRIFT"            
 "DKA"                          431.665        11.83040826        13.49972894        6.059785453        5.683953298 "SBEND"            
 "PKDK_WR_144"                  431.665        11.83040826        13.49972894        6.059785453        5.683953298 "HKICKER"          
 "DKB"                          434.354        19.83753372        7.734830989         6.08786488        5.726331941 "SBEND"            
 "DRIFT_14"                     434.728        21.19018819        7.173070386         6.09076813        5.734326164 "DRIFT"            
 "S2"                           435.014        22.26370736        6.783185385        6.092863747        5.740853244 "SEXTUPOLE"        
 "DRIFT_19"                    435.2396        23.13440047        6.499918516         6.09444579        5.746261433 "DRIFT"            
 "QF"                          435.9424        23.12847191        6.492084631          6.0991868        5.763857899 "QUADRUPOLE"       
 "DRIFT_16"                     436.176        22.22358582        6.780274063        6.100826634        5.769462528 "DRIFT"            
 "D"                            441.554        7.716277616        19.68732038        6.168169297        5.846518364 "SBEND"            
 "DRIFT_20"                    442.4396        6.489298049        22.96380774        6.188139164        5.853148893 "DRIFT"            
 "QD"                          443.1424         6.48560553        22.96480744        6.205758619        5.857924502 "QUADRUPOLE"       
 "DRIFT_11"                    443.2215        6.580959332        22.65911955        6.207685556        5.858476357 "DRIFT"            
 "BPM_NWL_133"                 443.2215        6.580959332        22.65911955        6.207685556        5.858476357 "MONITOR"          
 "DRIFT_15"                     443.368        6.764459268         22.0998176        6.211180269        5.859518254 "DRIFT"            
 "S3A"                          443.511         6.95222753        21.56242479        6.214499132        5.860560802 "SEXTUPOLE"        
 "PKVSX_NWL_132"                443.511         6.95222753        21.56242479        6.214499132        5.860560802 "VKICKER"          
 "S3A"                          443.654        7.148558724        21.03343359        6.217727588        5.861629452 "SEXTUPOLE"        
 "DRIFT_14"                     444.028         7.70243238         19.6899481        6.225752359        5.864554405 "DRIFT"            
 "DKA"                          446.717        13.40536024        11.73462042        6.268373696        5.892856962 "SBEND"            
 "PKDK_NWL_129"                 446.717        13.40536024        11.73462042        6.268373696        5.892856962 "HKICKER"          
 "DKB"                          449.406        22.12039015        6.785433378        6.293326653        5.941572872 "SBEND"            
 "DRIFT_16"                    449.6396        23.02028355        6.497177591        6.294974168        5.947173177 "DRIFT"            
 "QF"                          450.3424        23.02415523        6.505332246        6.299737679        5.964755382 "QUADRUPOLE"       
 "DRIFT_19"                     450.568        22.15704263        6.788881377         6.30132732        5.970159055 "DRIFT"            
 "S4"                           450.854        21.08799514        7.179121335        6.303433061        5.976680649 "SEXTUPOLE"        
 "DRIFT_14"                     451.228        19.74108247        7.741339949        6.306350442        5.984668144 "DRIFT"            
 "D"                            456.606        6.804600424        22.31158722        6.383131943        6.051762956 "SBEND"            
 "DRIFT_16"                    456.8396        6.515091755        23.21877295        6.388716657         6.05339637 "DRIFT"            
 "QD"                          457.5424        6.520656972        23.22319198        6.406253554        6.058119179 "QUADRUPOLE"       
 "DRIFT_11"                    457.6215        6.617458014         22.9143944        6.408169999         6.05866489 "DRIFT"            
 "BPM_NWL_118"                 457.6215        6.617458014         22.9143944        6.408169999         6.05866489 "MONITOR"          
 "DRIFT_15"                     457.768        6.803656722        22.34936607        6.411645007        6.059695168 "DRIFT"            
 "S1A"                          457.911        6.994083591        21.80642065        6.414944379        6.060726064 "SEXTUPOLE"        
 "PKVSX_NWL_118"                457.911        6.994083591        21.80642065        6.414944379        6.060726064 "VKICKER"          
 "S1A"                          458.054        7.193098878        21.27190911         6.41815318        6.061782746 "SEXTUPOLE"        
 "DRIFT_14"                     458.428         7.75410422        19.91416952        6.426126331        6.064674835 "DRIFT"            
 "DKA"                          461.117         13.5129287        11.86460882        6.468428464        6.092659742 "SBEND"            
 "PKDK_NWL_115"                 461.117         13.5129287        11.86460882        6.468428464        6.092659742 "HKICKER"          
 "DKB"                          463.806        22.29190074        6.835837104        6.493184537        6.140914871 "SBEND"            
 "DRIFT_16"                    464.0396        23.19773337        6.541357539        6.494819413        6.146475606 "DRIFT"            
 "QF"                          464.7424        23.19820606         6.53542578        6.499546829        6.163957557 "QUADRUPOLE"       
 "DRIFT_19"                     464.968        22.32330302        6.815413087        6.501124588        6.169338267 "DRIFT"            
 "S2"                           465.254        21.24456496        7.200795875        6.503214728        6.175837346 "SEXTUPOLE"        
 "DRIFT_14"                     465.628        19.88530141        7.756084914         6.50611078        6.183805217 "DRIFT"            
 "D"                            471.006        6.814092955        22.15351488        6.582531902        6.251086209 "SBEND"            
 "DRIFT_16"                    471.2396        6.520547672         23.0500995        6.588110392        6.252731428 "DRIFT"            
 "QD"                          471.9424        6.514616876         23.0428229        6.605648094        6.257490017 "QUADRUPOLE"       
 "DRIFT_11"                    472.0215        6.610061365        22.73513361        6.607566501        6.258040015 "DRIFT"            
 "BPM_NWL_104"                 472.0215        6.610061365        22.73513361        6.607566501        6.258040015 "MONITOR"          
 "DRIFT_15"                     472.168        6.793702222        22.17217264        6.611046003        6.259078473 "DRIFT"            
 "S3A"                          472.311         6.98157569         21.6312633        6.614350752        6.260117663 "SEXTUPOLE"        
 "PKVSX_NWL_104"                472.311         6.98157569         21.6312633        6.614350752        6.260117663 "VKICKER"          
 "S3A"                          472.454        7.177981775        21.09880551        6.617565809        6.261182958 "SEXTUPOLE"        
 "DRIFT_14"                     472.828        7.731897908        19.74652305        6.625558829        6.264099194 "DRIFT"            
 "DKA"                          475.517        13.42843181         11.7399349        6.668059506        6.292354331 "SBEND"            
 "PKDK_NWL_100"                 475.517        13.42843181         11.7399349        6.668059506        6.292354331 "HKICKER"          
 "DKB"                          478.206        22.12528816        6.760578448        6.692988104        6.341151303 "SBEND"            
 "DRIFT_16"                    478.4396        23.02304721        6.470698351         6.69463534         6.34677338 "DRIFT"            
 "QF"                          479.1424        23.02016376        6.471312144        6.699398987        6.364438143 "QUADRUPOLE"       
 "DRIFT_19"                     479.368        22.15103256        6.751303893        6.700988984        6.369871079 "DRIFT"            
 "S4"                           479.654        21.07953823        7.136984138        6.703095436        6.376430108 "SEXTUPOLE"        
 "DRIFT_14"                     480.028        19.72961855        7.693155323        6.706014255        6.384466252 "DRIFT"            
 "D"                            485.406        6.775031686        22.16563704        6.783001928        6.452019988 "SBEND"            
 "DRIFT_16"                    485.6396        6.485801549        23.06812185         6.78861146        6.453664116 "DRIFT"            
 "QD"                          486.3424        6.489223864        23.07643084        6.806230797        6.458417383 "QUADRUPOLE"       
 "DRIFT_11"                    486.4215        6.585416166        22.77006423        6.808156549         6.45896656 "DRIFT"            
 "BPM_NWL_90"                  486.4215        6.585416166        22.77006423        6.808156549         6.45896656 "MONITOR"          
 "DRIFT_15"                     486.568        6.770497288        22.20949587         6.81164853        6.460003349 "DRIFT"            
 "S1A"                          486.711        6.959844296        21.67085503        6.814964105        6.461040718 "SEXTUPOLE"        
 "PKVSX_NWL_89"                 486.711        6.959844296        21.67085503        6.814964105        6.461040718 "VKICKER"          
 "S1A"                          486.854        7.157789079        21.14060412        6.818188722        6.462103988 "SEXTUPOLE"        
 "DRIFT_14"                     487.228        7.716047815        19.79376932        6.826201249        6.465013862 "DRIFT"            
 "DKA"                          489.917         13.4575407        11.81199221        6.868699497        6.493147803 "SBEND"            
 "PKDK_NWL_86"                  489.917         13.4575407        11.81199221        6.868699497        6.493147803 "HKICKER"          
 "DKB"                          492.606        22.22345976        6.832269522        6.893545405        6.541526834 "SBEND"            
 "DRIFT_16"                    492.8396         23.1283584        6.541166556        6.895185254        6.547089111 "DRIFT"            
 "QF"                          493.5424        23.13432874        6.545297922        6.899926299        6.564558109 "QUADRUPOLE"       
 "DRIFT_19"                     493.768        22.26364875        6.828863722        6.901508352        6.569929467 "DRIFT"            
 "S2"                           494.054        21.19014714        7.218936574        6.903603981        6.576413981 "SEXTUPOLE"        
 "DRIFT_14"                     494.428        19.83751648        7.780620379        6.906507246        6.584359273 "DRIFT"            
 "D"                            499.806        6.829311289        22.30441502        6.982935768        6.651285365 "SBEND"            
 "DRIFT_16"                    500.0396        6.537131345        23.20794208        6.988500971        6.652919427 "DRIFT"            
 "QD"                          500.7424        6.536963622        23.20264667         7.00598627        6.657645443 "QUADRUPOLE"       
 "DRIFT_11"                    500.8215        6.633315361        22.89301823        7.007898039        6.658191652 "DRIFT"            
 "BPM_NWL_75"                  500.8215        6.633315361        22.89301823        7.007898039        6.658191652 "MONITOR"          
 "DRIFT_15"                     500.968        6.818647651        22.32648678        7.011365082        6.659222942 "DRIFT"            
 "S3A"                          501.111        7.008183106        21.78212782        7.014657516        6.660254943 "SEXTUPOLE"        
 "PKVSX_NWL_75"                 501.111        7.008183106        21.78212782        7.014657516        6.660254943 "VKICKER"          
 "S3A"                          501.254        7.206258721        21.24626449        7.017860166        6.661312855 "SEXTUPOLE"        
 "DRIFT_14"                     501.628        7.764596802        19.88521799        7.025820661        6.664208803 "DRIFT"            
 "DKA"                          504.317        13.49563949        11.82062222        7.068121348        6.692266966 "SBEND"            
 "PKDK_NWL_72"                  504.317        13.49563949        11.82062222        7.068121348        6.692266966 "HKICKER"          
 "DKB"                          507.006        22.23173068        6.792142933        7.092927243        6.740775035 "SBEND"            
 "DRIFT_16"                    507.2396         23.1331242        6.498413834        7.094566619         6.74637206 "DRIFT"            
 "Q4A"                         507.9424        23.31400962          6.4386101        7.099295241        6.764020348 "QUADRUPOLE"       
 "DRIFT_19"                     508.168        22.55286266        6.681419462        7.100861049        6.769495501 "DRIFT"            
 "S4"                           508.454        21.61231336        7.018058938        7.102922762        6.776144434 "SEXTUPOLE"        
 "DRIFT_14"                     508.828        20.42357248        7.506890938         7.10575598        6.784348465 "DRIFT"            
 "D"                            514.206        8.521149549        20.61134933        7.172572543        6.855503403 "SBEND"            
 "DRIFT_16"                    514.4396        8.224005013        21.43752383        7.177014154        6.857272059 "DRIFT"            
 "QK3"                         515.1424        8.284230019        21.68057745        7.190823081        6.862369854 "QUADRUPOLE"       
 "DRIFT_11"                    515.2215         8.39690988        21.45086182        7.192332464        6.862953597 "DRIFT"            
 "BPM_NWL_61"                  515.2215         8.39690988        21.45086182        7.192332464        6.862953597 "MONITOR"          
 "DRIFT_15"                     515.368        8.611575448        21.03017252        7.195074418        6.864051337 "DRIFT"            
 "SDUA"                         515.511        8.828593913        20.62550088        7.197684598        6.865144079 "SEXTUPOLE"        
 "PKVSU_NWL_60"                 515.511        8.828593913        20.62550088        7.197684598        6.865144079 "VKICKER"          
 "SDUA"                         515.654        9.053003354        20.22672417        7.200230341        6.866258314 "SEXTUPOLE"        
 "DRIFT_14"                     516.028        9.674863492        19.21163977        7.206592003        6.869277951 "DRIFT"            
 "DKA"                          518.717        15.63652453        13.09436641        7.241667806         6.89639055 "SBEND"            
 "PKDK_NWL_57"                  518.717        15.63652453        13.09436641        7.241667806         6.89639055 "HKICKER"          
 "DKB"                          521.406        24.20478679        9.064341401        7.263735176        6.936081717 "SBEND"            
 "DRIFT_16"                    521.6396        25.07286173        8.812476325        7.265244314        6.940241853 "DRIFT"            
 "Q2A"                         522.3424        24.45580093        9.283808634        7.269664553        6.952890643 "QUADRUPOLE"       
 "DRIFT_20"                     523.228        19.90943832        11.65822656          7.2760536        6.966454601 "DRIFT"            
 "D"                            528.606        3.860128132        35.10573048        7.381144956        7.009276975 "SBEND"            
 "DRIFT_16"                    528.8396        3.612662565        36.47463124        7.391106907        7.010315923 "DRIFT"            
 "QK1"                         529.5424         3.46041037         36.6034636        7.423547736        7.013321457 "QUADRUPOLE"       
 "DRIFT_11"                    529.6215        3.504282151        36.16441366        7.427163108        7.013667458 "DRIFT"            
 "BPM_NWL_46"                  529.6215        3.504282151        36.16441366        7.427163108        7.013667458 "MONITOR"          
 "DRIFT_15"                     529.768        3.595757849        35.35916033        7.433733159        7.014319461 "DRIFT"            
 "SDUA"                         529.911        3.697851301        34.58304672        7.439975967        7.014970275 "SEXTUPOLE"        
 "PKVSU_NWL_46"                 529.911        3.697851301        34.58304672        7.439975967        7.014970275 "VKICKER"          
 "SDUA"                         530.054        3.812593145        33.81671497        7.446038563        7.015635767 "SEXTUPOLE"        
 "DRIFT_14"                     530.428          4.1724864        31.85870955         7.46098387        7.017449209 "DRIFT"            
 "DKA"                          533.117        9.308173805         19.7411132          7.5319826        7.034546571 "SBEND"            
 "PKDK_NWL_43"                  533.117        9.308173805         19.7411132          7.5319826        7.034546571 "HKICKER"          
 "DKB"                          535.806        18.91147498        11.08781054        7.564461617        7.063633989 "SBEND"            
 "DRIFT_13"                    536.0397        19.95757762        10.49901019        7.566376117        7.067081441 "DRIFT"            
 "Q0A"                         537.0823        21.33455859        9.773639692        7.574197247        7.083955741 "QUADRUPOLE"       
 "DRIFT_12"                    544.2696        11.53399062        23.51722482        7.649942824        7.162560535 "DRIFT"            
 "Q5K"                         544.9724        12.10482451        23.49015986        7.659550875        7.167252119 "QUADRUPOLE"       
 "DRIFT_11"                    545.0515        12.29124055        23.26125787        7.660582935        7.167790662 "DRIFT"            
 "BPM_NWL_31"                  545.0515        12.29124055        23.26125787        7.660582935        7.167790662 "MONITOR"          
 "DRIFT_10"                    545.1722        12.58041801          22.915164        7.662127732        7.168622682 "DRIFT"            
 "PCVM_NWL_31"                 545.4898        13.36859331        22.02290329        7.666025682        7.170872767 "VKICKER"          
 "DRIFT_9"                      545.858        14.33178506        21.02190475        7.670259622        7.173596311 "DRIFT"            
 "DKA"                          548.547        22.97899027        14.79259025        7.693927844        7.197959428 "SBEND"            
 "PKDK_NWL_27"                  548.547        22.97899027        14.79259025        7.693927844        7.197959428 "HKICKER"          
 "DKB"                          551.236        34.44812154        10.47990961         7.70916116        7.232603412 "SBEND"            
 "DRIFT_8"                     551.4687        35.57426745        10.19645535        7.710219077        7.236186295 "DRIFT"            
 "Q4K"                         552.5113        36.12222866        10.35189607        7.714751125        7.252710414 "QUADRUPOLE"       
 "DRIFT_58"                    561.5667        11.80658149        36.28050699        7.786991059        7.330086939 "DRIFT"            
 "Q2K"                         562.6093        11.87639646        35.92417642        7.801330801        7.334583993 "QUADRUPOLE"       
 "DRIFT_4"                      562.688        12.00565403        35.54114995        7.802379729        7.334934518 "DRIFT"            
 "BPM_NWL_13"                   562.688        12.00565403        35.54114995        7.802379729        7.334934518 "MONITOR"          
 "DRIFT_3"                     562.7913        12.17795101        35.04203912        7.803739383        7.335400365 "DRIFT"            
 "PCV_NWL_13"                  563.1847        12.86151249        33.17911361        7.808742903        7.337236565 "VKICKER"          
 "DRIFT_49"                    563.2855        13.04364484        32.71143002        7.809981478        7.337723512 "DRIFT"            
 "PKVSA_NWL_13"                563.6905        13.80414982        30.87202503        7.814785661        7.339751836 "VKICKER"          
 "DRIFT_59"                    566.7613        21.06706553        18.99278727        7.843600941        7.359988942 "DRIFT"            
 "PCH_NWL_9"                   567.1547        22.18860642        17.73492723        7.846496911        7.363400569 "HKICKER"          
 "DRIFT_1"                     567.2667        22.51584324        17.38778242         7.84729438        7.364415618 "DRIFT"            
 "Q1K"                         568.3093        22.66211464        16.47427433        7.854484219        7.374439957 "QUADRUPOLE"       
 "DRIFT_60"                    568.8055        21.36790046        17.11537188        7.858073152        7.379143516 "DRIFT"            
 "PKHSA_NWL_7"                 569.2105        20.35634835        17.66944692        7.861163834        7.382850259 "HKICKER"          
 "DRIFT_61"                    574.8913        10.41020348        28.35958213        7.924964853         7.42368467 "DRIFT"            
 "PCV_NWL_1"                   575.2847        10.01466556        29.30159273        7.931098191        7.425856647 "VKICKER"          
 "DRIFT_3"                      575.388        9.917100623        29.55327943        7.932747874        7.426415318 "DRIFT"            
 "BPM_NWL_1"                    575.388        9.917100623        29.55327943        7.932747874        7.426415318 "MONITOR"          
 "DRIFT_4"                     575.4667        9.844527638         29.7462382        7.934015504        7.426837752 "DRIFT"            
 "Q0K"                         576.5093        9.850036421         29.7565823          7.9511424        7.432336041 "QUADRUPOLE"       
 "DRIFT_0"                     583.6667        22.76785501        16.58040884        8.030447531        7.484550132 "DRIFT"            
 "Q1K"                         584.7093        22.62523164        17.51590986         8.03760327        7.494505633 "QUADRUPOLE"       
 "DRIFT_1"                     584.8213        22.29682489        17.86716572        8.038396876        7.495513213 "DRIFT"            
 "PCH_NWR_9"                   585.2147        21.17117492        19.13982552        8.041278697        7.498899106 "HKICKER"          
 "DRIFT_2"                     588.7913        12.92828384        33.48639227        8.075958167        7.521458391 "DRIFT"            
 "PCV_NWR_13"                  589.1847        12.24061762        35.36976858         8.08093595        7.523277658 "VKICKER"          
 "DRIFT_3"                      589.288        12.06724288        35.87434226        8.082288654        7.523739183 "DRIFT"            
 "BPM_NWR_13"                   589.288        12.06724288        35.87434226        8.082288654        7.523739183 "MONITOR"          
 "DRIFT_4"                     589.3667        11.93716422        36.26155656        8.083332235         7.52408645 "DRIFT"            
 "Q2K"                         590.4093        11.86380964        36.62838183        8.097600701        7.528541217 "QUADRUPOLE"       
 "DRIFT_58"                    599.4647        36.17493318        10.43557371        8.169596776        7.605181982 "DRIFT"            
 "Q4K"                         600.5073        35.61595645        10.26436396        8.174122869        7.621584755 "QUADRUPOLE"       
 "DRIFT_8"                       600.74        34.48616177        10.54605453        8.175179584        7.625144545 "DRIFT"            
 "DKA"                          603.429        22.98163831        14.82814391        8.190403594        7.659635892 "SBEND"            
 "PKDK_NWR_27"                  603.429        22.98163831        14.82814391        8.190403594        7.659635892 "HKICKER"          
 "DKB"                          606.118         14.3114954        21.00812255        8.214087353        7.683977614 "SBEND"            
 "DRIFT_9"                     606.4862        13.34613239        22.00090765        8.218327863        7.686703415 "DRIFT"            
 "PCVM_NWR_31"                 606.8038        12.55627198        22.88580165        8.222232845         7.68895607 "VKICKER"          
 "DRIFT_10"                    606.9245        12.26649971        23.22902741        8.223780686        7.689789202 "DRIFT"            
 "BPM_NWR_31"                  606.9245        12.26649971        23.22902741        8.223780686        7.689789202 "MONITOR"          
 "DRIFT_11"                    607.0036        12.07970749        23.45602934        8.224814862        7.690328511 "DRIFT"            
 "Q5K"                         607.7064        11.50360376        23.46932409        8.234445628        7.695028303 "QUADRUPOLE"       
 "DRIFT_12"                    614.8937        21.22413847         9.68254904        8.310513123        7.774123511 "DRIFT"            
 "Q0A"                         615.9363        19.85391028        10.39523544        8.318375057        7.791162052 "QUADRUPOLE"       
 "DRIFT_13"                      616.17          18.813299        10.97754012        8.320299552        7.794644036 "DRIFT"            
 "DKA"                          618.859        9.264528801        19.54942079        8.352942148        7.824023496 "SBEND"            
 "PKDK_NWR_43"                  618.859        9.264528801        19.54942079        8.352942148        7.824023496 "HKICKER"          
 "DKB"                          621.548        4.167500889        31.57322695        8.424165774        7.841282636 "SBEND"            
 "DRIFT_14"                     621.922         3.81172565          33.517224        8.439121778        7.843112383 "DRIFT"            
 "SDUA"                         622.065         3.69847713        34.27813657        8.445184562        7.843783809 "SEXTUPOLE"        
 "PKVSU_NWR_46"                 622.065         3.69847713        34.27813657        8.445184562        7.843783809 "VKICKER"          
 "SDUA"                         622.208        3.597832077        35.04879613        8.451425052          7.8444404 "SEXTUPOLE"        
 "DRIFT_15"                    622.3545        3.507793639        35.84842576        8.457989929        7.845098165 "DRIFT"            
 "BPM_NWR_46"                  622.3545        3.507793639        35.84842576        8.457989929        7.845098165 "MONITOR"          
 "DRIFT_11"                    622.4336        3.464678279        36.28442407         8.46160127        7.845447213 "DRIFT"            
 "QK1"                         623.1364          3.6240131        36.16375159        8.493970366        7.848478886 "QUADRUPOLE"       
 "DRIFT_16"                      623.37        3.874170622        34.80895748        8.503898636        7.849526731 "DRIFT"            
 "DKA"                          626.059        9.454964871        21.28699852        8.577165904         7.86527382 "SBEND"            
 "PKDK_NWR_50"                  626.059        9.454964871        21.28699852        8.577165904         7.86527382 "HKICKER"          
 "DKB"                          628.748        19.99985247        11.60581194        8.608487485        7.892635371 "SBEND"            
 "DRIFT_20"                    629.6336        24.56144271        9.256816026        8.614848353         7.90624989 "DRIFT"            
 "Q2A"                         630.3364        25.17690774        8.800600852        8.619249959        7.918925744 "QUADRUPOLE"       
 "DRIFT_16"                      630.57        24.30375176        9.056865711         8.62075291        7.923090415 "DRIFT"            
 "D"                            635.948        9.683934292        19.34480636        8.677746631        7.989678788 "SBEND"            
 "DRIFT_14"                     636.322        9.057751921        20.37246841        8.684103666        7.992677239 "DRIFT"            
 "SDUA"                         636.465         8.83175622        20.77615043        8.686648295        7.993783452 "SEXTUPOLE"        
 "PKVSU_NWR_60"                 636.465         8.83175622        20.77615043        8.686648295        7.993783452 "VKICKER"          
 "SDUA"                         636.608        8.613188205        21.18578059        8.689257773        7.994868223 "SEXTUPOLE"        
 "DRIFT_15"                    636.7545        8.396973228        21.61160496        8.691999469        7.995957853 "DRIFT"            
 "BPM_NWR_61"                  636.7545        8.396973228        21.61160496        8.691999469        7.995957853 "MONITOR"          
 "DRIFT_11"                    636.8336         8.28347281         21.8441164         8.69350892        7.996537242 "DRIFT"            
 "QK3"                         637.5364        8.215863384        21.60812564        8.707325388        8.001595834 "QUADRUPOLE"       
 "DRIFT_16"                      637.77        8.510295838        20.77818676         8.71177205        8.003350413 "DRIFT"            
 "DKA"                          640.459        13.21458404        12.75949544        8.752570928        8.029754308 "SBEND"            
 "PKDK_NWR_64"                  640.459        13.21458404        12.75949544        8.752570928        8.029754308 "HKICKER"          
 "DKB"                          643.148         20.3295415        7.580476147        8.778798453        8.073829587 "SBEND"            
 "DRIFT_14"                     643.522        21.51101851        7.084695563        8.781644908        8.081955184 "DRIFT"            
 "S4"                           643.808        22.44589746        6.742698735        8.783716397        8.088542628 "SEXTUPOLE"        
 "DRIFT_19"                    644.0336        23.20250421          6.4956362        8.785289707        8.093968872 "DRIFT"            
 "Q4A"                         644.7364        23.01994763        6.547595837        8.790041342        8.111472901 "QUADRUPOLE"       
 "DRIFT_16"                      644.97        22.12220483        6.840227269        8.791688814         8.11702924 "DRIFT"            
 "D"                            650.348        7.729882814        19.84865454        8.859132922        8.193379653 "SBEND"            
 "DRIFT_14"                     650.722        7.176090759         21.1995873        8.867128096        8.196281473 "DRIFT"            
